Business Name,Category,Email,Town,Region,Council Website,City Slug (for targeting)
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça d'Auxiliar Administratiu/va (personal funcionari) corresponent a l’Oferta Pública d’Estabilització de 2022 (3038/2022).,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça d'Auxiliar Administratiu/va (personal laboral) corresponent a l’Oferta Pública d’Estabilització de 2022 (3041/2022).,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça d'Enginyer/a corresponent a l’Oferta Pública d’Estabilització de 2022. (exp.-3042/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça d'Oficial 2a Obres i Manteniment corresponent a l’Oferta Pública d’Estabilització de 2022. (exp.-3129/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça de Conserge de Manteniment corresponent a l’Oferta Pública d’Estabilització de 2022 (exp.-3132/2022).,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça de Delineant corresponent a l’Oferta Pública d’Estabilització de 2022. (exp.-3131/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça de Dinamitzador/a Gent Gran corresponent a l’Oferta Pública d’Estabilització de 2022. exp.-3130/2022,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça de Tècnic/a Informàtic/a corresponent a l’Oferta Pública d’Estabilització de 2022. (exp.-3128/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça de Tècnic/a de Comunicació corresponent a l’Oferta Pública d’Estabilització de 2022 (Exp.-3060/2022).,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça de Tècnic/a de Joventut corresponent a l’Oferta Pública d’Estabilització de 2022. (exp.-3045/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs de mèrits lliure d’una plaça de Tècnic/a de Promoció Econòmica-empresa corresponent a l’Oferta Pública d’Estabilització de 2022. (exp.-3059/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició -promoció interna- d'una plaça d’Administratiu/va (Grup C – Subgrup C1) - exp.-2782/2025,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició d'una plaça de Conserge de Manteniment (Agrupacions professionals) - exp.-1567/2024,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició d'una plaça de Tècnic/a de Promoció Econòmica i Empresa (Grup A - Subgrup A2) i creació d’una Borsa de Treball (exp.-1570/2024),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició d'una plaça d’Arquitecte/a (Grup A – Subgrup A1) - exp.-2738/2024,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició d'una plaça d’Educador-a de Llar d-Infants (grup c – Subgrup C1) - exp.-2747/2024,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició de dues places d'Educadors/es Socials (Grup A - Subgrup A2) i creació d’una Borsa de Treball (exp.-2746/2024),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició d’una plaça interina d’Administratiu/va (Subgrup C1) del departament d’Administració de Personal i creació de Borsa de Treball (exp.-632/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure de 3 places de Conserge de Manteniment (Grup E) – OP 2018  (exp.-343/2020),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure de cinc places d'Auxiliar Administratiu/va (Grup C / Subgrup C2) – OP 2017 i 2019 (exp.-2122/2020),"&Eacute;s objecte de la present convocat&ograve;ria la provisi&oacute; definitiva pel sistema de concurs-oposici&oacute; lliure de cinc places d&rsquo;Auxiliar Administratiu/va, escala d&rsquo;Auxiliar administratiu, subescala Auxiliar Administratiu, vacants a la plantilla de funcionaris i enquadrades en el grup C, subgrup C2, amb jornada laboral completa, podent tenir horari partit segons l&rsquo;organitzaci&oacute; del servei i dotades amb les retribucions que corresponguin d&rsquo;acord amb la relaci&oacute; de llocs de treball i la legislaci&oacute;.",,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure de dues places d'Oficial 1a d'Oficis (Grup C - Subgrup C1) i creació d’una Borsa de Treball – exp-320/2026,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure de una plaça de Tècnic/a de Gestió (Grup A - Subgrup A2) i creació d’una Borsa de Treball – exp-2784/2025,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure de una plaça de Tècnic/a d’Educació (Grup A - Subgrup A2) i creació d’una Borsa de Treball – exp-810/2025,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure de una plaça d’Arquitecte/a Tècnic/a (Subgrup A2) i creació d’una Borsa de Treball – exp-2109/2025,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure de una plaça d’Interventor/a (Subgrup A1) i creació d’una Borsa de Treball – exp-319/2026,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure de vuit places d'Auxiliar Administratiu/va (Grup C - Subgrup C2) i creació de Borsa de Treball - exp.-1566/2024,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure d’una plaça d'Auxiliar de Llar d'Infants corresponent a l’Oferta Pública d’Estabilització de 2022 (exp.-3134/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure d’una plaça de Conserge de Manteniment corresponent a l’Oferta Pública d’Estabilització de 2022 (exp.-3135/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure d’una plaça de Tècnic/a Mitjà/ana d’Arquitecte/a Tècnic/a (Grup A - Subgrup A2) i constitució de Borsa de Treball (exp.-2661/2021),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure d’una plaça de Tècnic/a de Promoció Econòmica (Grup A / subgrup A2) - (exp.-2321/2020),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure d’una plaça de Tècnic/a de Promoció Econòmica-empresa corresponent a l’Oferta Pública d’Estabilització de 2022 (exp.-3133/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure d’una plaça de Tècnic/a d’Inserció i d’Orientació Laboral (Grup A / subgrup A2) - (exp.-2322/2020),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure d’una plaça d’Arquitecte/a (Grup A / subgrup A1) - (exp.-342/2020),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure d’una plaça interina de Tècnic/a Auxiliar de Biblioteca (Grup C - Subgrup C1) - (exp.-2414/2021),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure d’una plaça interina de Tècnic/a d’Educació (Grup A - Subgrup A2) - (exp.-2413/2021),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Convocatòria per concurs-oposició lliure d’una plaça interina d’Oficial 1a d’Oficis i constitució d’una Borsa de Treball (exp.-2173/2022),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
D@MASOFT TIC,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"DAGOLPLAST BCN, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"DECORACION EBAARAL, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
DENEB PROJECTS SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"DERMACALOR,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"DESIMSA IMAGEN INTEGRAL,S.A.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
DGE SEGURIDAD,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"DIAZ POOLS ONLINE, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"DIFUSION DE PRODUCTOS 2000, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"DISCAPER DOS, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"DISGREGA MATERIAL, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"DOLAR 2003, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"DURAN DURAN SANCHEZ PATRIMONIAL, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Deixalleria Municipal,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Departament d'Esports,"esports@ajpolinya.cat
&nbsp;93 713 01 41",,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
EASA ELECTRO S.A.,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ECALOTRANS 2011, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EDITORIAL CASALS, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EFIRESIDUS,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EFRIG, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
EIRAJ ZAMAN KHAN,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EJES EXPANSIBLES EJEMATIC, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ELECTRA SERVEIS INTEGRALS 2007, SL.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ELECTROMANTENIMENTS CASTELLAR, SLL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EMBALAJES POLIJEMA,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EMBALATGES GINOVART, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
ENCARNACION GIL LORCA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ENVAFOM, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
ENVASATS MAPE S.L,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ESPUMAS DEL VALLES, SA",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ESPUMAT88, SA",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ESTACION DE SERVICIO POLINYA, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
ESTALVITECH SCP,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
ESTANC MARSAL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
ESTANFI SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
ESTETICA NOEMI,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ESTRUCTURAS DE MADERA JAM, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ESTRUCTURAS METALICAS FERTESA, S.L.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ESTRUCTURAS METALICAS SABADELL, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ETIQUETADORA TATXA, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
EUGENIA HERNANDEZ CANSINO,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
EURO-SPRADLING SLU,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EUROJEV,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
EUROLOGISTICS PLUS SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EUROVENDING FND,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
EVELIN CENTRE D'ESTÈTICA I BENESTAR,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EVOMENT, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EXEX POOL, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EXPODI,S.A.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"EXTRUSIONADOS DE MOLDURAS Y PERFILES PLÁSTICOS,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
El Cívic Espai Cultural Mari Carmen Gámez Delgado,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
El Roure - Casal de la Gent Gran,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
El Roure - Promoció Econòmica i Orientació Laboral (POL),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FADUR MOBILIARIO URBANO, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
FARMACIA DOLORS VILA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FERRETERIA MORA,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FEVISA, SA",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FIMOLSAN, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
FIRESTONE BUILDING,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FLASH AND IRIS, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FLASH GROUP APLICACIONES INFORMATICAS, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
FLECA PASTISSERIA SANDRA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FLUIDRA ESPAÑA,S.A.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FONOPACK,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
FRANCISCO MANCHA GUZMAN,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
FREMAP,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FRESERCAT,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
FRUITERIA MEDITERRANI,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FUSTES ALMER, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"FUSTES HORTA, SA",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
FUTURO DEL ALUMINIO SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"GAINTOOLS, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"GALVANICAS ARME, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
GEA JARDINERIA SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"GEMEPRESS, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
GERARDO GALLEGO MANZANO,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"GONZALEZ CARRETERO, JOSE MANUEL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"GONZALEZ CASTELLON MOTORS, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"GONZALEZ Y CARREÑO, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"GREEN DESIGN, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"GRUPO ROTOFLEX, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
HERBORISTERIA FONOLL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"HEREDIA GONZALEZ, CANDIDA",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"HERRAMIENTAS PIE, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"HIERROS ROCANT, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"HURACAN MAQUINARIA, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"I.M.C. ESQUERDA, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ICE HIGIENE,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ILLESCA RODRIGUEZ, MIGUEL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
IMMOREFORMAS POLINYA SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
INDELUZ SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
INDUSTRIAL DE ELEVACION ACTIVA SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
INDUSTRIAL DOSIFICACION SCREEN S.L,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
INDUSTRIAS FEU SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
INDUSTRIAS INSER SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"INDUSTRIAS TECNICA DE ENGRANAJES, SL(ITE)",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"INDUSTRIE ILPEA ESPAÑA, SA",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"INENGA, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
INTER TRANSPORTS JJA GIRIBET SA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"INTERSAN,S.A.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"INTIER AUTOMOTIVE INTERIORS SYSTEMS, S.A.U.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"IRMASOL, S.A.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"ISOFIX, S.L. - WALRAVEN",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
JARQUE REQUENA JOSE MARIA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
JAVIER GUIOT CATALAN,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
JAVIER HERNANDO ANTOLIN,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"JEPAK MAQUINARIA,S.L.U.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"JOMABER, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
JONATHAN CRESPO BALLESTA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
JORDI CODINA ALCALDE  (IL NUOVO SAPORE POLINYA),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
JORDI FORNIELES DURÀ,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
JOSE ANTONIO LUNA BARRERA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
JOSE ANTONIO RUIZ LOPEZ,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
JOSEP FOLGUERA CORTINA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"JPS, SCP",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
JUAN ANTIÑOLO LÓPEZ,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"KARLABEL, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
KETAN EUROPA S.L,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"KINGBAVET, SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
KOMPLET IBERICA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"LABOINTECH,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
LAGUN BUILDING S.L.,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"LAHMIDI, MOHAMED - AUTOLAVADO POLINYA SL",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
LASTWAGEN TRANSPORT SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"LER-CLEN ESPAÑA, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"LIGHTING DESIGNER FACTORY, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
LINEAS OMENEX METRONIC S.L,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
LINKA FORMACION,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
LITUTECNIC S.L.,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"LLOCIS, S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
LLUNA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
LOGISTICA Y GRANALLA SL (LOGRA SL),,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"LUQUE AVILA, DAVID",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
M3E2 ENGINYERIA HIGIENIC SANITARIA S.L,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"MAGNA MIRRORS ESPAÑA, SA",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"MALPEZ, S.C.P.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
MANEL BARCIA MOUZO,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
MANUEL COCA JAEN,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"MAQUINARIA TECNICA DE PRECISION, S.A.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
MARIA TERESA GUTIERREZ MARIN,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
MARTA ABELLAN SOLSONA,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
MASCAROL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
MATEC SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
MECANICAS TAPIES SL,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"MECANISMOS MEYMA,S.L.",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
"MECANITZADOS RULLO, SCP",,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
L'actualitat a un clic,,,Polinyà,Vallès Occidental,https://www.polinya.cat,polinya
Administració Oberta de Catalunya,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
061 - Emergències mèdiques,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Barri Bellavista,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
CAP Vilafranca Nord,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Cal Carnisser,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Camp de futbol municipal,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Casa Josep Parellada,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Cementiri,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Consultori mèdic Puigdàlber,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
L'actualitat a un clic,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
"El Cumu, Agrupació Cívica de Puigdàlber i rodalies",,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Església Parroquial de Sant Andreu,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
F.C. Puigdàlber,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Farmàcia Ferré,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Farmàcia Vidal Delclòs,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Federació de Municipis de Catalunya,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Forn J. Carbonell,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Imma Estilistes,"Perruqueria, est&egrave;tica i tractaments de bellesa personalitzats amb productes org&agrave;nics i d&#39;origen vegetal",,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
L'actualitat a un clic,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Pistes de pàdel,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Quadra del Gorner,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Sala polivalent,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Societat Cultural i Recreativa de Puigdàlber,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Unió Europea,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Urgències 112,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
L'actualitat a un clic,,,Puigdàlber,Alt Penedès,https://www.puigdalber.cat,puigdalber
Església de Sant Jaume d'Aboquers,,,Sant Bartomeu del Grau,Osona,https://www.sbg.cat,sant-bartomeu-del-grau
Església de Sant Jaume de Fonollet,,,Sant Bartomeu del Grau,Osona,https://www.sbg.cat,sant-bartomeu-del-grau
Font del Vicari,,,Sant Bartomeu del Grau,Osona,https://www.sbg.cat,sant-bartomeu-del-grau
L'actualitat a un clic,,,Sant Bartomeu del Grau,Osona,https://www.sbg.cat,sant-bartomeu-del-grau
Mirador Roc Llarg,,,Sant Bartomeu del Grau,Osona,https://www.sbg.cat,sant-bartomeu-del-grau
Baumes del Molí de la Codina,,,Sant Bartomeu del Grau,Osona,https://www.sbg.cat,sant-bartomeu-del-grau
Església de Sant Bartomeu del Grau,El creixement al nucli de Sant Bartomeu del Grau al llarg dels segles XVII i XVIII f&eacute;u que l&rsquo;any 1780 s&rsquo;hi trasllad&eacute;s el culte parroquial.,,Sant Bartomeu del Grau,Osona,https://www.sbg.cat,sant-bartomeu-del-grau
Església de Sant Genís Sadevesa,L&rsquo;edifici pren el nom de la propera masia de la Devesa i est&agrave; annexionat a una antiga masoveria a la part de ponent.,,Sant Bartomeu del Grau,Osona,https://www.sbg.cat,sant-bartomeu-del-grau
